Key,Values,Level,Message
<class>markup.MarkupCache.java</class><start>145</start><end>146</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",debug,Removed from cache: 
<class>markup.MarkupCache.java</class><start>173</start><end>174</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",debug,Removed from watcher: 
<class>markup.MarkupCache.java</class><start>218</start><end>220</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'NumberLiteral', 'WhileStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'PostfixExpression', 'IfStatement', 'MethodInvocation', 'MethodInvocation']",debug,Removed derived markup from cache: 
<class>markup.MarkupCache.java</class><start>253</start><end>729</end>,"['ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'BooleanLiteral', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'CastExpression', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'ReturnStatement', 'ReturnStatement', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral']",debug,Load markup: cacheKey=
<class>markup.MarkupCache.java</class><start>290</start><end>291</end>,"['VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'BooleanLiteral', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation']",debug,Load markup: cacheKey=
<class>markup.MarkupCache.java</class><start>339</start><end>340</end>,"['IfStatement', 'MethodInvocation']",debug,Markup not found: 
<class>markup.MarkupCache.java</class><start>526</start><end>527</end>,"['IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",debug,Remove markup from watcher: 
<class>markup.MarkupCache.java</class><start>540</start><end>541</end>,"['IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",debug,Loading markup from 
<class>markup.MergedMarkup.java</class><start>75</start><end>83</end>,"['SuperConstructorInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral']",debug,Merge markup: derived markup:  | ; base markup: 
<class>markup.MergedMarkup.java</class><start>90</start><end>91</end>,"['SuperConstructorInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",debug,Merge markup: 
<class>markup.ComponentTag.java</class><start>505</start><end>565</end>,"['ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral']",warn,Please use component.setMarkupId(String) to change the tag's 'id' attribute.
<class>markup.ComponentTag.java</class><start>528</start><end>529</end>,"['IfStatement', 'MethodInvocation', 'StringLiteral']",warn,Please use component.setMarkupId(String) to change the tag's 'id' attribute.
<class>markup.MarkupResourceStream.java</class><start>271</start><end>272</end>,"['ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ParenthesizedExpression', 'InfixExpression', 'StringLiteral', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation']",debug,You are using a non-standard namespace name: '{}'
<class>markup.AbstractMarkupParser.java</class><start>200</start><end>202</end>,"['ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'MethodInvocation', 'InfixExpression']",debug,: | . It is safer to use it
<class>markup.MarkupFactory.java</class><start>259</start><end>261</end>,"['IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral']",debug,"Markup file not loaded, since the markup type is not yet available: {}"
<class>markup.MarkupFactory.java</class><start>416</start><end>422</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'CatchClause']",error,Markup not found: 
<class>markup.MarkupFactory.java</class><start>425</start><end>428</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'CatchClause', 'CatchClause']",error,Markup not found: 
<class>markup.MarkupFactory.java</class><start>431</start><end>436</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'CatchClause', 'CatchClause', 'CatchClause', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'MethodInvocation']",error,Error while reading the markup 
<class>markup.MarkupFactory.java</class><start>439</start><end>443</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'CatchClause', 'CatchClause', 'CatchClause', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'CatchClause', 'ThrowStatement']",error,Error while reading the markup 
<class>markup.MarkupFactory.java</class><start>446</start><end>451</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'NullLiteral', 'CatchClause', 'CatchClause', 'CatchClause', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'CatchClause', 'ThrowStatement', 'CatchClause', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'MethodInvocation']",error,Error while reading the markup 
